# Constructed from biom file
#OTU ID	B3	X18	X42	X22	X9	B1	X10	B8	X20	B7	C	X39	B11	X4	B10	X29	X2	B9	X19	B5	X33	X16	X40	D	X1	X17	B6	X3	X27	X12	X15	B4	X7	B2	X26	X13	X34	X32	X36	X35	X6	X5	X37	X21	X25	X23	B	X8	X11	X28	X24
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0014665020067922197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002320185614849188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Solibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018744709154674083	0.0	0.0	0.0	0.0010990352912443524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales	0.0	0.0	0.0	0.0	0.0	0.0014665020067922197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002301201738685758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024186721489902045	0.0	0.0004487179487179487	0.0008273787138021812	0.001465380388325803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7	0.0	0.0	0.0	0.0	0.0	0.001389317690645261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025568908207619537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002306805074971165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256	0.0	0.0	0.0	0.0	0.00015109544195416772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024144383412808595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042278828876440123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005538120731031936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured	0.0	0.0	0.0	0.0	0.0002518257365902795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales	0.0	0.020839580209895053	0.0003361344537815126	0.0	0.0	0.0	0.003561887800534283	0.001374061938484304	0.0	0.0	0.000531020444287105	0.0	0.00011534025374855825	0.0	0.0	6.225487144369047e-05	0.0	0.0	0.0	0.0	0.0	0.00026141512722202857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012226433549333658	0.0	0.0	0.0	0.0	0.003135930527077554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Bifidobacteriales	0.02077716962121831	0.06416791604197901	0.048179271708683476	0.09143274379360701	0.01228909594560564	0.015899969126273544	0.10471950133570793	0.02050523200507346	0.06516290726817042	0.0071499013806706115	0.038587485618196284	0.042206542655548435	0.007381776239907728	0.001698841698841699	0.0013410818059901653	0.0018676461433107141	0.00743731406714832	0.012686491423931795	0.1509548963835839	0.01696142934749804	0.049731526463819994	0.022046009062391077	0.008630079597821534	0.000591847303395724	0.0037509377344336087	0.0144914159128669	0.052100840336134456	0.0009696186166774402	0.028503147586850075	0.058955133631636236	0.0004759638267491671	0.0040384615384615385	0.03264385107183152	0.019294175112956405	0.03350042792517422	0.015092613766293162	0.05534897025171625	0.03140578265204387	0.02201190982560612	0.07104088770956458	0.03279989419388969	0.019435674822415153	0.008358098068350668	0.23723723723723722	0.1557377049180328	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales	0.005173869237262751	0.003298350824587706	0.004033613445378151	0.0011358104819081617	0.0013094938302694533	0.0015436863229391787	0.06411398040961709	0.002536729732586407	0.036011080332409975	0.003780407626561473	0.005575714665014603	0.023220012828736366	0.0028835063437139567	0.00015444015444015445	0.00022351363433169424	6.225487144369047e-05	0.00010624734381640459	0.04232213539023647	0.019301097114993903	0.0016297458803645802	0.010611096906162108	0.004966887417218543	0.0020108923334729786	0.00029592365169786193	0.002250562640660165	0.16595901790659034	0.0012324929971988796	0.0004848093083387201	0.024539519701562134	0.007497883661869633	6.799483239273815e-05	0.0003846153846153846	0.004061677322301617	0.004274026132616925	0.0003667930064800098	0.0	0.006149885583524027	0.00016616816218012627	0.0009570395576350489	0.0025328669641780247	0.004496759687871975	0.0018745067087608523	0.0002786032689450223	0.02702702702702703	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales	0.0	0.0	0.0	0.0	0.0006043817678166709	0.0	0.0021371326803205698	0.0	0.0007914523149980214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019349377191921636	0.0	0.0	0.0	0.0021980705824887043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Kineosporiales	0.0	0.0	0.0	0.0	0.0	0.00030873726458783575	0.00017809439002671417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007243315023842578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004884601294419343	0.0	0.0	0.0	8.308408109006314e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales	0.003921248264030716	0.004497751124437781	0.005714285714285713	0.009897777056628265	0.0013094938302694533	0.0048626119172584135	0.16331255565449684	0.004016488743261812	0.015169502704128743	0.002465483234714004	0.006195238516682893	0.009621552277100705	0.006459054209919261	0.0	0.0011175681716584713	0.00012450974288738095	0.00010624734381640459	0.003044757941743632	0.0002031694433157253	0.003983823263113419	0.06443364868320123	0.007406761937957477	0.005362379555927943	0.0008137900421691204	0.0	0.0029536643898836995	0.00896358543417367	0.0014544279250161603	0.004429937048262998	0.008223485306566697	6.799483239273815e-05	0.0007692307692307692	0.007747273411056788	0.009280742459396751	0.009903411174960264	0.05716899153898925	0.008724256292906178	0.00423728813559322	0.019034453424074862	0.002894705101917742	0.031477317815103815	0.004735595895816891	0.0003714710252600297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales	0.0	0.0002998500749625187	0.0	0.00032451728054518905	0.0009065726517250062	0.0	0.0	0.0	0.00593589236248516	0.0	0.0002655102221435525	0.0	0.0	0.0	0.0	0.0	0.0	0.0003044757941743631	0.0	0.0006036095853202149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007577523898344603	6.046680372475511e-05	0.0	0.0	0.0	0.00170961045304677	0.0	0.0003049012882079427	0.0	0.0	0.0007443641003828158	0.00012061271257990592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
