# Constructed from biom file
#OTU ID	B3	X18	X42	X22	X9	B1	X10	B8	X20	B7	C	X39	B11	X4	B10	X29	X2	B9	X19	B5	X33	X16	X40	D	X1	X17	B6	X3	X27	X12	X15	B4	X7	B2	X26	X13	X34	X32	X36	X35	X6	X5	X37	X21	X25	X23	B	X8	X11	X28	X24
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia	0.0	0.0	0.0	0.0	0.0	0.0014665020067922197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018744709154674083	0.0	0.0	0.0	0.0034192209060935398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4)	0.0	0.0	0.0	0.0	0.0	0.0014665020067922197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002301201738685758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024186721489902045	0.0	0.0004487179487179487	0.0008273787138021812	0.001465380388325803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae	0.0	0.0	0.0	0.0	0.0	0.001389317690645261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025568908207619537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002306805074971165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia	0.0	0.0	0.0	0.0	0.0004029211785444472	0.0	0.0	0.00042278828876440123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024144383412808595	0.0	0.0	0.0	0.0	0.0	0.0005538120731031936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria	0.03354845737004058	0.09310344827586209	0.06016806722689076	0.10498134025636865	0.01641903802568623	0.022615004631058967	0.3382012466607301	0.02853820949159707	0.1250494657696874	0.013395792241946087	0.05115496946632444	0.0773572803078897	0.016839677047289503	0.0018532818532818534	0.002682163611980331	0.002116665629085476	0.007756056098597534	0.05927128793260936	0.17635107679804954	0.02390293957868051	0.12579902838148813	0.04104217497385848	0.016170925848345202	0.0017015609972627064	0.006001500375093774	0.18340409820934095	0.06319327731092438	0.0029088558500323207	0.05823035672650968	0.07751844237513603	0.0006119534915346433	0.005897435897435896	0.0481383978939451	0.03858835022591281	0.04572686147450788	0.07294763320375029	0.07022311212814644	0.03672316384180791	0.04274776690769885	0.0797250030153178	0.07512233831503767	0.02683504340962905	0.010308320950965823	0.26426426426426425	0.1557377049180328	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia	0.0004356942515589685	0.0011994002998500749	0.0	0.005435664449131916	0.0005540166204986149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020306442680450435	0.0	0.0	0.0	0.0018140041117426532	0.0	0.0	0.0	0.00036634509708145075	0.0	0.0	0.0	0.0	0.0018077413866439815	0.0006030635628995297	0.0	0.0	0.0	0.006006006006006006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia	0.0	0.0	0.0	0.0	0.002618987660538907	0.0007718431614695894	0.0	0.00042278828876440123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012072191706404298	0.0	0.0006099686301847334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015874954206862866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009054143779803223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
